area,perimeter,compactness
-5048.703333,-1786.116667,-111.03805
-5049.153333,-1786.276667,-111.048
-5049.603333,-1786.436667,-111.05795
-5050.053333,-1786.596667,-111.0679
-5050.503333,-1786.756667,-111.07785
-5050.953333,-1786.916667,-111.0878
-5051.403333,-1787.076667,-111.09775
-5051.853333,-1787.236667,-111.1077
-5052.303333,-1787.396667,-111.11765
-5052.753333,-1787.556667,-111.1276
-5053.203333,-1787.716667,-111.13755
-5053.653333,-1787.876667,-111.1475
-5054.103333,-1788.036667,-111.15745
-5054.553333,-1788.196667,-111.1674
-5055.003333,-1788.356667,-111.17735
-5055.453333,-1788.516667,-111.1873
-5055.903333,-1788.676667,-111.19725
-5056.353333,-1788.836667,-111.2072
-5056.803333,-1788.996667,-111.21715
-5057.253333,-1789.156667,-111.2271
-5057.703333,-1789.316667,-111.23705
-5058.153333,-1789.476667,-111.247
-5058.603333,-1789.636667,-111.25695
-5059.053333,-1789.796667,-111.2669
-5059.503333,-1789.956667,-111.27685
-5059.953333,-1790.116667,-111.2868
-5060.403333,-1790.276667,-111.29675
-5060.853333,-1790.436667,-111.3067
-5061.303333,-1790.596667,-111.31665
-5061.753333,-1790.756667,-111.3266
-5062.203333,-1790.916667,-111.33655
-5062.653333,-1791.076667,-111.3465
-5063.103333,-1791.236667,-111.35645
-5063.553333,-1791.396667,-111.3664
-5064.003333,-1791.556667,-111.37635
-5064.453333,-1791.716667,-111.3863
-5064.903333,-1791.876667,-111.39625
-5065.353333,-1792.036667,-111.4062
-5065.803333,-1792.196667,-111.41615
-5066.253333,-1792.356667,-111.4261
-5066.703333,-1792.516667,-111.43605
-5067.153333,-1792.676667,-111.446
-5067.603333,-1792.836667,-111.45595
-5068.053333,-1792.996667,-111.4659
-5068.503333,-1793.156667,-111.47585
-5068.953333,-1793.316667,-111.4858
-5069.403333,-1793.476667,-111.49575
-5069.853333,-1793.636667,-111.5057
-5070.303333,-1793.796667,-111.51565
-5070.753333,-1793.956667,-111.5256
-5071.203333,-1794.116667,-111.53555
-5071.653333,-1794.276667,-111.5455
-5072.103333,-1794.436667,-111.55545
-5072.553333,-1794.596667,-111.5654
-5073.003333,-1794.756667,-111.57535
-5073.453333,-1794.916667,-111.5853
-5073.903333,-1795.076667,-111.59525
-5074.353333,-1795.236667,-111.6052
-5074.803333,-1795.396667,-111.61515
-5075.253333,-1795.556667,-111.6251
-5075.703333,-1795.716667,-111.63505
-5076.153333,-1795.876667,-111.645
-5076.603333,-1796.036667,-111.65495
-5077.053333,-1796.196667,-111.6649
-5077.503333,-1796.356667,-111.67485
-5077.953333,-1796.516667,-111.6848
-5078.403333,-1796.676667,-111.69475
-5078.853333,-1796.836667,-111.7047
-5079.303333,-1796.996667,-111.71465
-5079.753333,-1797.156667,-111.7246
-5080.203333,-1797.316667,-111.73455
-5080.653333,-1797.476667,-111.7445
-5081.103333,-1797.636667,-111.75445
-5081.553333,-1797.796667,-111.7644
-5082.003333,-1797.956667,-111.77435
-5082.453333,-1798.116667,-111.7843
-5082.903333,-1798.276667,-111.79425
-5083.353333,-1798.436667,-111.8042
-5083.803333,-1798.596667,-111.81415
-5084.253333,-1798.756667,-111.8241
-5084.703333,-1798.916667,-111.83405
-5085.153333,-1799.076667,-111.844
-5085.603333,-1799.236667,-111.85395
-5086.053333,-1799.396667,-111.8639
-5086.503333,-1799.556667,-111.87385
-5086.953333,-1799.716667,-111.8838
-5087.403333,-1799.876667,-111.89375
-5087.853333,-1800.036667,-111.9037
-5088.303333,-1800.196667,-111.91365
-5088.753333,-1800.356667,-111.9236
-5089.203333,-1800.516667,-111.93355
-5089.653333,-1800.676667,-111.9435
-5090.103333,-1800.836667,-111.95345
-5090.553333,-1800.996667,-111.9634
-5091.003333,-1801.156667,-111.97335
-5091.453333,-1801.316667,-111.9833
-5091.903333,-1801.476667,-111.99325
-5092.353333,-1801.636667,-112.0032
-5092.803333,-1801.796667,-112.01315
-5093.253333,-1801.956667,-112.0231
-5093.703333,-1802.116667,-112.03305
-5094.153333,-1802.276667,-112.043
-5094.603333,-1802.436667,-112.05295
-5095.053333,-1802.596667,-112.0629
-5095.503333,-1802.756667,-112.07285
-5095.953333,-1802.916667,-112.0828
-5096.403333,-1803.076667,-112.09275
-5096.853333,-1803.236667,-112.1027
-5097.303333,-1803.396667,-112.11265
-5097.753333,-1803.556667,-112.1226
-5098.203333,-1803.716667,-112.13255
-5098.653333,-1803.876667,-112.1425
-5099.103333,-1804.036667,-112.15245
-5099.553333,-1804.196667,-112.1624
-5100.003333,-1804.356667,-112.17235
-5100.453333,-1804.516667,-112.1823
-5100.903333,-1804.676667,-112.19225
-5101.353333,-1804.836667,-112.2022
-5101.803333,-1804.996667,-112.21215
-5102.253333,-1805.156667,-112.2221
-5102.703333,-1805.316667,-112.23205
-5103.153333,-1805.476667,-112.242
-5103.603333,-1805.636667,-112.25195
-5104.053333,-1805.796667,-112.2619
-5104.503333,-1805.956667,-112.27185
-5104.953333,-1806.116667,-112.2818
-5105.403333,-1806.276667,-112.29175
-5105.853333,-1806.436667,-112.3017
-5106.303333,-1806.596667,-112.31165
-5106.753333,-1806.756667,-112.3216
-5107.203333,-1806.916667,-112.33155
-5107.653333,-1807.076667,-112.3415
-5108.103333,-1807.236667,-112.35145
-5108.553333,-1807.396667,-112.3614
-5109.003333,-1807.556667,-112.37135
-5109.453333,-1807.716667,-112.3813
-5109.903333,-1807.876667,-112.39125
-5110.353333,-1808.036667,-112.4012
-5110.803333,-1808.196667,-112.41115
-5111.253333,-1808.356667,-112.4211
-5111.703333,-1808.516667,-112.43105
-5112.153333,-1808.676667,-112.441
-5112.603333,-1808.836667,-112.45095
-5113.053333,-1808.996667,-112.4609
-5113.503333,-1809.156667,-112.47085
-5113.953333,-1809.316667,-112.4808
-5114.403333,-1809.476667,-112.49075
-5114.853333,-1809.636667,-112.5007
-5115.303333,-1809.796667,-112.51065
-5115.753333,-1809.956667,-112.5206
-5116.203333,-1810.116667,-112.53055
-5116.653333,-1810.276667,-112.5405
-5117.103333,-1810.436667,-112.55045
-5117.553333,-1810.596667,-112.5604
-5118.003333,-1810.756667,-112.57035
-5118.453333,-1810.916667,-112.5803
-5118.903333,-1811.076667,-112.59025
-5119.353333,-1811.236667,-112.6002
-5119.803333,-1811.396667,-112.61015
-5120.253333,-1811.556667,-112.6201
-5120.703333,-1811.716667,-112.63005
-5121.153333,-1811.876667,-112.64
-5121.603333,-1812.036667,-112.64995
-5122.053333,-1812.196667,-112.6599
-5122.503333,-1812.356667,-112.66985
-5122.953333,-1812.516667,-112.6798
-5123.403333,-1812.676667,-112.68975
-5123.853333,-1812.836667,-112.6997
-5124.303333,-1812.996667,-112.70965
-5124.753333,-1813.156667,-112.7196
-5125.203333,-1813.316667,-112.72955
-5125.653333,-1813.476667,-112.7395
-5126.103333,-1813.636667,-112.74945
-5126.553333,-1813.796667,-112.7594
-5127.003333,-1813.956667,-112.76935
-5127.453333,-1814.116667,-112.7793
-5127.903333,-1814.276667,-112.78925
-5128.353333,-1814.436667,-112.7992
-5128.803333,-1814.596667,-112.80915
-5129.253333,-1814.756667,-112.8191
-5129.703333,-1814.916667,-112.82905
-5130.153333,-1815.076667,-112.839
-5130.603333,-1815.236667,-112.84895
-5131.053333,-1815.396667,-112.8589
-5131.503333,-1815.556667,-112.86885
-5131.953333,-1815.716667,-112.8788
-5132.403333,-1815.876667,-112.88875
-5132.853333,-1816.036667,-112.8987
-5133.303333,-1816.196667,-112.90865
-5133.753333,-1816.356667,-112.9186
-5134.203333,-1816.516667,-112.92855
-5134.653333,-1816.676667,-112.9385
-5135.103333,-1816.836667,-112.94845
-5135.553333,-1816.996667,-112.9584
-5136.003333,-1817.156667,-112.96835
-5136.453333,-1817.316667,-112.9783
-5136.903333,-1817.476667,-112.98825
-5137.353333,-1817.636667,-112.9982
-5137.803333,-1817.796667,-113.00815
-5138.253333,-1817.956667,-113.0181
-5138.703333,-1818.116667,-113.02805
-5139.153333,-1818.276667,-113.038
-5139.603333,-1818.436667,-113.04795
-5140.053333,-1818.596667,-113.0579
-5140.503333,-1818.756667,-113.06785
-5140.953333,-1818.916667,-113.0778
-5141.403333,-1819.076667,-113.08775
-5141.853333,-1819.236667,-113.0977
-5142.303333,-1819.396667,-113.10765
-5142.753333,-1819.556667,-113.1176
-5143.203333,-1819.716667,-113.12755
-5143.653333,-1819.876667,-113.1375
-5144.103333,-1820.036667,-113.14745
-5144.553333,-1820.196667,-113.1574
-5145.003333,-1820.356667,-113.16735
-5145.453333,-1820.516667,-113.1773
-5145.903333,-1820.676667,-113.18725
-5146.353333,-1820.836667,-113.1972
-5146.803333,-1820.996667,-113.20715
-5147.253333,-1821.156667,-113.2171
-5147.703333,-1821.316667,-113.22705
-5148.153333,-1821.476667,-113.237
-5148.603333,-1821.636667,-113.24695
-5149.053333,-1821.796667,-113.2569
-5149.503333,-1821.956667,-113.26685
-5149.953333,-1822.116667,-113.2768
-5150.403333,-1822.276667,-113.28675
-5150.853333,-1822.436667,-113.2967
-5151.303333,-1822.596667,-113.30665
-5151.753333,-1822.756667,-113.3166
-5152.203333,-1822.916667,-113.32655
-5152.653333,-1823.076667,-113.3365
-5153.103333,-1823.236667,-113.34645
-5153.553333,-1823.396667,-113.3564
-5154.003333,-1823.556667,-113.36635
-5154.453333,-1823.716667,-113.3763
-5154.903333,-1823.876667,-113.38625
-5155.353333,-1824.036667,-113.3962
-5155.803333,-1824.196667,-113.40615
-5156.253333,-1824.356667,-113.4161
-5156.703333,-1824.516667,-113.42605
-5157.153333,-1824.676667,-113.436
-5157.603333,-1824.836667,-113.44595
-5158.053333,-1824.996667,-113.4559
-5158.503333,-1825.156667,-113.46585
-5158.953333,-1825.316667,-113.4758
-5159.403333,-1825.476667,-113.48575
-5159.853333,-1825.636667,-113.4957
-5160.303333,-1825.796667,-113.50565
-5160.753333,-1825.956667,-113.5156
-5161.203333,-1826.116667,-113.52555
-5161.653333,-1826.276667,-113.5355
-5162.103333,-1826.436667,-113.54545
-5162.553333,-1826.596667,-113.5554
-5163.003333,-1826.756667,-113.56535
-5163.453333,-1826.916667,-113.5753
-5163.903333,-1827.076667,-113.58525
-5164.353333,-1827.236667,-113.5952
-5164.803333,-1827.396667,-113.60515
-5165.253333,-1827.556667,-113.6151
-5165.703333,-1827.716667,-113.62505
-5166.153333,-1827.876667,-113.635
-5166.603333,-1828.036667,-113.64495
-5167.053333,-1828.196667,-113.6549
-5167.503333,-1828.356667,-113.66485
-5167.953333,-1828.516667,-113.6748
-5168.403333,-1828.676667,-113.68475
-5168.853333,-1828.836667,-113.6947
-5169.303333,-1828.996667,-113.70465
-5169.753333,-1829.156667,-113.7146
-5170.203333,-1829.316667,-113.72455
-5170.653333,-1829.476667,-113.7345
-5171.103333,-1829.636667,-113.74445
-5171.553333,-1829.796667,-113.7544
-5172.003333,-1829.956667,-113.76435
-5172.453333,-1830.116667,-113.7743
-5172.903333,-1830.276667,-113.78425
-5173.353333,-1830.436667,-113.7942
-5173.803333,-1830.596667,-113.80415
-5174.253333,-1830.756667,-113.8141
-5174.703333,-1830.916667,-113.82405
-5175.153333,-1831.076667,-113.834
-5175.603333,-1831.236667,-113.84395
-5176.053333,-1831.396667,-113.8539
-5176.503333,-1831.556667,-113.86385
-5176.953333,-1831.716667,-113.8738
-5177.403333,-1831.876667,-113.88375
-5177.853333,-1832.036667,-113.8937
-5178.303333,-1832.196667,-113.90365
-5178.753333,-1832.356667,-113.9136
-5179.203333,-1832.516667,-113.92355
-5179.653333,-1832.676667,-113.9335
-5180.103333,-1832.836667,-113.94345
-5180.553333,-1832.996667,-113.9534
-5181.003333,-1833.156667,-113.96335
-5181.453333,-1833.316667,-113.9733
-5181.903333,-1833.476667,-113.98325
-5182.353333,-1833.636667,-113.9932
-5182.803333,-1833.796667,-114.00315
-5183.253333,-1833.956667,-114.0131
-5183.703333,-1834.116667,-114.02305
-5184.153333,-1834.276667,-114.033
-5184.603333,-1834.436667,-114.04295
-5185.053333,-1834.596667,-114.0529
-5185.503333,-1834.756667,-114.06285
-5185.953333,-1834.916667,-114.0728
-5186.403333,-1835.076667,-114.08275
-5186.853333,-1835.236667,-114.0927
-5187.303333,-1835.396667,-114.10265
-5187.753333,-1835.556667,-114.1126
-5188.203333,-1835.716667,-114.12255
-5188.653333,-1835.876667,-114.1325
-5189.103333,-1836.036667,-114.14245
-5189.553333,-1836.196667,-114.1524
-5190.003333,-1836.356667,-114.16235
-5190.453333,-1836.516667,-114.1723
-5190.903333,-1836.676667,-114.18225
-5191.353333,-1836.836667,-114.1922
-5191.803333,-1836.996667,-114.20215
-5192.253333,-1837.156667,-114.2121
-5192.703333,-1837.316667,-114.22205
-5193.153333,-1837.476667,-114.232
-5193.603333,-1837.636667,-114.24195
-5194.053333,-1837.796667,-114.2519
-5194.503333,-1837.956667,-114.26185
-5194.953333,-1838.116667,-114.2718
-5195.403333,-1838.276667,-114.28175
-5195.853333,-1838.436667,-114.2917
-5196.303333,-1838.596667,-114.30165
-5196.753333,-1838.756667,-114.3116
-5197.203333,-1838.916667,-114.32155
-5197.653333,-1839.076667,-114.3315
-5198.103333,-1839.236667,-114.34145
-5198.553333,-1839.396667,-114.3514
-5199.003333,-1839.556667,-114.36135
-5199.453333,-1839.716667,-114.3713
-5199.903333,-1839.876667,-114.38125
-5200.353333,-1840.036667,-114.3912
-5200.803333,-1840.196667,-114.40115
-5201.253333,-1840.356667,-114.4111
-5201.703333,-1840.516667,-114.42105
-5202.153333,-1840.676667,-114.431
-5202.603333,-1840.836667,-114.44095
-5203.053333,-1840.996667,-114.4509
-5203.503333,-1841.156667,-114.46085
-5203.953333,-1841.316667,-114.4708
-5204.403333,-1841.476667,-114.48075
-5204.853333,-1841.636667,-114.4907
-5205.303333,-1841.796667,-114.50065
-5205.753333,-1841.956667,-114.5106
-5206.203333,-1842.116667,-114.52055
-5206.653333,-1842.276667,-114.5305
-5207.103333,-1842.436667,-114.54045
-5207.553333,-1842.596667,-114.5504
-5208.003333,-1842.756667,-114.56035
-5208.453333,-1842.916667,-114.5703
-5208.903333,-1843.076667,-114.58025
-5209.353333,-1843.236667,-114.5902
-5209.803333,-1843.396667,-114.60015
-5210.253333,-1843.556667,-114.6101
-5210.703333,-1843.716667,-114.62005
-5211.153333,-1843.876667,-114.63
-5211.603333,-1844.036667,-114.63995
-5212.053333,-1844.196667,-114.6499
-5212.503333,-1844.356667,-114.65985
-5212.953333,-1844.516667,-114.6698
-5213.403333,-1844.676667,-114.67975
-5213.853333,-1844.836667,-114.6897
-5214.303333,-1844.996667,-114.69965
-5214.753333,-1845.156667,-114.7096
-5215.203333,-1845.316667,-114.71955
-5215.653333,-1845.476667,-114.7295
-5216.103333,-1845.636667,-114.73945
-5216.553333,-1845.796667,-114.7494
-5217.003333,-1845.956667,-114.75935
-5217.453333,-1846.116667,-114.7693
-5217.903333,-1846.276667,-114.77925
-5218.353333,-1846.436667,-114.7892
-5218.803333,-1846.596667,-114.79915
-5219.253333,-1846.756667,-114.8091
-5219.703333,-1846.916667,-114.81905
-5220.153333,-1847.076667,-114.829
-5220.603333,-1847.236667,-114.83895
-5221.053333,-1847.396667,-114.8489
-5221.503333,-1847.556667,-114.85885
-5221.953333,-1847.716667,-114.8688
-5222.403333,-1847.876667,-114.87875
-5222.853333,-1848.036667,-114.8887
-5223.303333,-1848.196667,-114.89865
-5223.753333,-1848.356667,-114.9086
-5224.203333,-1848.516667,-114.91855
-5224.653333,-1848.676667,-114.9285
-5225.103333,-1848.836667,-114.93845
-5225.553333,-1848.996667,-114.9484
-5226.003333,-1849.156667,-114.95835
-5226.453333,-1849.316667,-114.9683
-5226.903333,-1849.476667,-114.97825
-5227.353333,-1849.636667,-114.9882
-5227.803333,-1849.796667,-114.99815
-5228.253333,-1849.956667,-115.0081
-5228.703333,-1850.116667,-115.01805
-5229.153333,-1850.276667,-115.028
-5229.603333,-1850.436667,-115.03795
-5230.053333,-1850.596667,-115.0479
-5230.503333,-1850.756667,-115.05785
-5230.953333,-1850.916667,-115.0678
-5231.403333,-1851.076667,-115.07775
-5231.853333,-1851.236667,-115.0877
-5232.303333,-1851.396667,-115.09765
-5232.753333,-1851.556667,-115.1076
-5233.203333,-1851.716667,-115.11755
-5233.653333,-1851.876667,-115.1275
-5234.103333,-1852.036667,-115.13745
-5234.553333,-1852.196667,-115.1474
-5235.003333,-1852.356667,-115.15735
-5235.453333,-1852.516667,-115.1673
-5235.903333,-1852.676667,-115.17725
-5236.353333,-1852.836667,-115.1872
-5236.803333,-1852.996667,-115.19715
-5237.253333,-1853.156667,-115.2071
-5237.703333,-1853.316667,-115.21705
-5238.153333,-1853.476667,-115.227
-5238.603333,-1853.636667,-115.23695
-5239.053333,-1853.796667,-115.2469
-5239.503333,-1853.956667,-115.25685
-5239.953333,-1854.116667,-115.2668
-5240.403333,-1854.276667,-115.27675
-5240.853333,-1854.436667,-115.2867
-5241.303333,-1854.596667,-115.29665
-5241.753333,-1854.756667,-115.3066
-5242.203333,-1854.916667,-115.31655
-5242.653333,-1855.076667,-115.3265
-5243.103333,-1855.236667,-115.33645
-5243.553333,-1855.396667,-115.3464
-5244.003333,-1855.556667,-115.35635
-5244.453333,-1855.716667,-115.3663
-5244.903333,-1855.876667,-115.37625
-5245.353333,-1856.036667,-115.3862
-5245.803333,-1856.196667,-115.39615
-5246.253333,-1856.356667,-115.4061
-5246.703333,-1856.516667,-115.41605
-5247.153333,-1856.676667,-115.426
-5247.603333,-1856.836667,-115.43595
-5248.053333,-1856.996667,-115.4459
-5248.503333,-1857.156667,-115.45585
-5248.953333,-1857.316667,-115.4658
-5249.403333,-1857.476667,-115.47575
-5249.853333,-1857.636667,-115.4857
-5250.303333,-1857.796667,-115.49565
-5250.753333,-1857.956667,-115.5056
-5251.203333,-1858.116667,-115.51555
-5251.653333,-1858.276667,-115.5255
-5252.103333,-1858.436667,-115.53545
-5252.553333,-1858.596667,-115.5454
-5253.003333,-1858.756667,-115.55535
-5253.453333,-1858.916667,-115.5653
-5253.903333,-1859.076667,-115.57525
-5254.353333,-1859.236667,-115.5852
-5254.803333,-1859.396667,-115.59515
-5255.253333,-1859.556667,-115.6051
-5255.703333,-1859.716667,-115.61505
-5256.153333,-1859.876667,-115.625
-5256.603333,-1860.036667,-115.63495
-5257.053333,-1860.196667,-115.6449
-5257.503333,-1860.356667,-115.65485
-5257.953333,-1860.516667,-115.6648
-5258.403333,-1860.676667,-115.67475
-5258.853333,-1860.836667,-115.6847
-5259.303333,-1860.996667,-115.69465
-5259.753333,-1861.156667,-115.7046
-5260.203333,-1861.316667,-115.71455
-5260.653333,-1861.476667,-115.7245
-5261.103333,-1861.636667,-115.73445
-5261.553333,-1861.796667,-115.7444
-5262.003333,-1861.956667,-115.75435
-5262.453333,-1862.116667,-115.7643
-5262.903333,-1862.276667,-115.77425
-5263.353333,-1862.436667,-115.7842
-5263.803333,-1862.596667,-115.79415
-5264.253333,-1862.756667,-115.8041
-5264.703333,-1862.916667,-115.81405
-5265.153333,-1863.076667,-115.824
-5265.603333,-1863.236667,-115.83395
-5266.053333,-1863.396667,-115.8439
-5266.503333,-1863.556667,-115.85385
-5266.953333,-1863.716667,-115.8638
-5267.403333,-1863.876667,-115.87375
-5267.853333,-1864.036667,-115.8837
-5268.303333,-1864.196667,-115.89365
-5268.753333,-1864.356667,-115.9036
-5269.203333,-1864.516667,-115.91355
-5269.653333,-1864.676667,-115.9235
-5270.103333,-1864.836667,-115.93345
-5270.553333,-1864.996667,-115.9434
-5271.003333,-1865.156667,-115.95335
-5271.453333,-1865.316667,-115.9633
-5271.903333,-1865.476667,-115.97325
-5272.353333,-1865.636667,-115.9832
-5272.803333,-1865.796667,-115.99315
-5273.253333,-1865.956667,-116.0031
-5273.703333,-1866.116667,-116.01305
-5274.153333,-1866.276667,-116.023
-5274.603333,-1866.436667,-116.03295
-5275.053333,-1866.596667,-116.0429
-5275.503333,-1866.756667,-116.05285
-5275.953333,-1866.916667,-116.0628
-5276.403333,-1867.076667,-116.07275
-5276.853333,-1867.236667,-116.0827
-5277.303333,-1867.396667,-116.09265
-5277.753333,-1867.556667,-116.1026
-5278.203333,-1867.716667,-116.11255
-5278.653333,-1867.876667,-116.1225
-5279.103333,-1868.036667,-116.13245
-5279.553333,-1868.196667,-116.1424
-5280.003333,-1868.356667,-116.15235
-5280.453333,-1868.516667,-116.1623
-5280.903333,-1868.676667,-116.17225
-5281.353333,-1868.836667,-116.1822
-5281.803333,-1868.996667,-116.19215
-5282.253333,-1869.156667,-116.2021
-5282.703333,-1869.316667,-116.21205
-5283.153333,-1869.476667,-116.222
-5283.603333,-1869.636667,-116.23195
-5284.053333,-1869.796667,-116.2419
-5284.503333,-1869.956667,-116.25185
-5284.953333,-1870.116667,-116.2618
-5285.403333,-1870.276667,-116.27175
-5285.853333,-1870.436667,-116.2817
-5286.303333,-1870.596667,-116.29165
-5286.753333,-1870.756667,-116.3016
-5287.203333,-1870.916667,-116.31155
-5287.653333,-1871.076667,-116.3215
-5288.103333,-1871.236667,-116.33145
-5288.553333,-1871.396667,-116.3414
